"especie_ave","zona_ecologica","tamano_promedio_cm","color_dominante","actividad_predominante","numero_vocalizaciones","franja_horaria_activa","tipo_alimentacion","duracion_canto_seg","numero_avistamientos" 
"pinzón costero","agrícola",10.6,"blanco","alimentación",5,"mañana","néctar",8.1,12
"colibrí esmeralda","urbana",9.1,"verde","vuelo",7,"mediodía","semillas",5.5,13
"colibrí esmeralda","manglar",15.6,"gris","vuelo",5,"mañana","semillas",5.1,2
"tordo renegrido","agrícola",11.5,"gris","alimentación",2,"mañana","semillas",2,9
"reinita amarilla","bosque seco",14.5,"verde","reposo",7,"tarde","semillas",1.1,4
"reinita amarilla","manglar",12.4,"gris","alimentación",4,"tarde","néctar",5,8
"colibrí esmeralda","bosque seco",13.4,"verde","canto",12,"mediodía","néctar",11.4,6
"colibrí esmeralda","manglar",10.2,"negro","alimentación",4,"mediodía","frutas",5.1,4
"pinzón costero","manglar",14.4,"blanco","reposo",6,"mañana","insectos",8.2,3
"pinzón costero","manglar",12.2,"blanco","canto",18,"mediodía","semillas",15.7,9
"reinita amarilla","bosque seco",10.6,"amarillo","vuelo",10,"mañana","insectos",2.9,6
"tordo renegrido","bosque seco",12.7,"gris","canto",19,"mañana","insectos",9.5,7
"tordo renegrido","bosque seco",12.1,"negro","canto",15,"tarde","néctar",5.7,10
"colibrí esmeralda","bosque seco",10.3,"negro","alimentación",4,"tarde","néctar",2.2,2
"mosquero tropical","bosque seco",9.8,"blanco","alimentación",9,"tarde","semillas",7.6,8
"tordo renegrido","agrícola",13.4,"blanco","canto",20,"tarde","frutas",15.6,4
"mosquero tropical","bosque seco",11.9,"amarillo","canto",10,"tarde","insectos",10.3,12
"pinzón costero","urbana",9.3,"negro","vuelo",10,"mediodía","frutas",1,9
"mosquero tropical","urbana",10.5,"negro","reposo",6,"mediodía","semillas",1,7
"colibrí esmeralda","urbana",13.5,"marrón","vuelo",6,"mañana","néctar",3.9,12
"tordo renegrido","agrícola",11.3,"negro","alimentación",2,"mañana","frutas",4.5,7
"mosquero tropical","urbana",12.6,"amarillo","reposo",24,"mañana","frutas",6.3,7
"mosquero tropical","manglar",9.4,"gris","reposo",9,"mediodía","néctar",5,5
"reinita amarilla","manglar",13,"verde","reposo",9,"tarde","frutas",4.2,9
"pinzón costero","bosque seco",10.2,"blanco","alimentación",5,"mediodía","néctar",2,9
"reinita amarilla","urbana",11.3,"negro","vuelo",6,"mañana","frutas",2.5,8
"colibrí esmeralda","agrícola",12,"gris","alimentación",9,"mediodía","frutas",4.2,7
"mosquero tropical","agrícola",12,"amarillo","alimentación",7,"mañana","semillas",1.4,2
"mosquero tropical","urbana",11.3,"blanco","reposo",3,"tarde","insectos",1.5,13
"reinita amarilla","bosque seco",15.8,"verde","vuelo",1,"mediodía","semillas",2.6,7
"reinita amarilla","bosque seco",9.8,"verde","vuelo",3,"tarde","semillas",5.9,8
"mosquero tropical","agrícola",9,"blanco","reposo",5,"mediodía","frutas",3.8,8
"reinita amarilla","urbana",10.7,"gris","reposo",10,"tarde","néctar",3,12
"colibrí esmeralda","agrícola",9.4,"blanco","canto",16,"mediodía","frutas",12.2,3
"pinzón costero","agrícola",12.5,"negro","reposo",4,"tarde","insectos",6,7
"mosquero tropical","bosque seco",13,"marrón","canto",19,"mediodía","néctar",10.9,6
"mosquero tropical","agrícola",11.1,"marrón","alimentación",2,"tarde","frutas",6.5,6
"mosquero tropical","manglar",12.3,"marrón","reposo",7,"tarde","insectos",5.5,6
"reinita amarilla","bosque seco",13.8,"marrón","vuelo",7,"mediodía","néctar",1,6
"colibrí esmeralda","bosque seco",9.8,"gris","canto",9,"mañana","semillas",10,5
"colibrí esmeralda","bosque seco",8.8,"verde","reposo",3,"mañana","frutas",1.5,7
"tordo renegrido","bosque seco",9,"blanco","vuelo",15,"tarde","semillas",18.6,3
"reinita amarilla","urbana",14.7,"marrón","alimentación",3,"mediodía","néctar",1.6,9
"pinzón costero","bosque seco",13.5,"marrón","vuelo",3,"mediodía","frutas",5.6,3
"tordo renegrido","manglar",14.7,"verde","reposo",5,"tarde","frutas",1,6
"colibrí esmeralda","manglar",12.5,"verde","alimentación",4,"tarde","semillas",4.1,4
"reinita amarilla","manglar",12.5,"negro","alimentación",4,"mañana","semillas",7,3
"colibrí esmeralda","manglar",8.1,"negro","canto",16,"mañana","semillas",14.3,3
"pinzón costero","agrícola",13.3,"blanco","canto",12,"mañana","néctar",12,7
"pinzón costero","agrícola",11.4,"marrón","alimentación",4,"tarde","semillas",1,7
"pinzón costero","urbana",11.9,"amarillo","canto",15,"mañana","semillas",9.7,5
"pinzón costero","manglar",11.5,"amarillo","canto",14,"mediodía","semillas",13.5,2
"pinzón costero","agrícola",10.4,"amarillo","reposo",5,"mañana","semillas",3.7,6
"colibrí esmeralda","bosque seco",10.1,"verde","vuelo",5,"mañana","frutas",1,7
"pinzón costero","bosque seco",10.5,"marrón","alimentación",6,"mañana","frutas",4.6,8
"reinita amarilla","manglar",12.6,"blanco","vuelo",2,"mediodía","néctar",2.6,8
"mosquero tropical","agrícola",10.8,"gris","canto",11,"mañana","insectos",12.3,4
"tordo renegrido","bosque seco",11,"blanco","alimentación",2,"mediodía","semillas",4.4,8
"reinita amarilla","manglar",12.2,"marrón","alimentación",6,"tarde","semillas",2.4,3
"colibrí esmeralda","urbana",15.8,"amarillo","vuelo",4,"tarde","semillas",2.5,16
"reinita amarilla","urbana",13,"blanco","reposo",5,"mañana","néctar",4.2,11
"pinzón costero","agrícola",7.9,"blanco","alimentación",3,"tarde","semillas",5.6,3
"colibrí esmeralda","urbana",11.1,"verde","reposo",4,"mañana","insectos",5.6,11
"pinzón costero","agrícola",14.2,"verde","reposo",10,"tarde","néctar",3.3,3
"mosquero tropical","urbana",7,"blanco","reposo",4,"mañana","insectos",5.9,7
"pinzón costero","manglar",14.1,"negro","reposo",5,"mañana","néctar",1,10
"colibrí esmeralda","bosque seco",10.8,"verde","canto",11,"mañana","insectos",15.3,3
"colibrí esmeralda","bosque seco",11,"marrón","alimentación",1,"mediodía","semillas",6.2,5
"mosquero tropical","urbana",9.7,"verde","canto",16,"mañana","néctar",10.4,9
"mosquero tropical","agrícola",15.1,"amarillo","alimentación",11,"mañana","semillas",3.2,7
"colibrí esmeralda","agrícola",13,"blanco","alimentación",32,"mediodía","néctar",15.5,6
"reinita amarilla","agrícola",13.6,"verde","vuelo",9,"mediodía","frutas",5.7,2
"mosquero tropical","agrícola",12.2,"gris","alimentación",9,"mediodía","semillas",1,7
"pinzón costero","agrícola",13.1,"gris","alimentación",5,"tarde","insectos",10.8,9
"pinzón costero","agrícola",10.1,"negro","vuelo",5,"tarde","frutas",3.8,8
"pinzón costero","agrícola",11,"gris","vuelo",4,"mediodía","néctar",1.5,3
"colibrí esmeralda","manglar",14.2,"amarillo","vuelo",20,"mediodía","frutas",7.3,9
"mosquero tropical","agrícola",13,"gris","vuelo",5,"tarde","frutas",5.8,5
"reinita amarilla","manglar",9.6,"blanco","vuelo",6,"tarde","semillas",8.5,8
"colibrí esmeralda","manglar",8.2,"marrón","vuelo",3,"tarde","semillas",1,4
"pinzón costero","manglar",12.5,"gris","reposo",7,"mediodía","insectos",1,1
"mosquero tropical","bosque seco",13.1,"marrón","reposo",5,"tarde","semillas",7.8,12
"pinzón costero","bosque seco",13.8,"marrón","canto",17,"mañana","frutas",11.3,7
"colibrí esmeralda","manglar",14.5,"negro","alimentación",1,"mediodía","semillas",3.3,6
"reinita amarilla","urbana",13.2,"marrón","canto",15,"mañana","néctar",12.9,10
"tordo renegrido","bosque seco",12.5,"marrón","vuelo",6,"mediodía","semillas",7.2,6
"pinzón costero","bosque seco",11.3,"marrón","alimentación",4,"mediodía","semillas",5.4,8
"reinita amarilla","manglar",10.8,"gris","reposo",4,"mañana","semillas",8.9,6
"reinita amarilla","bosque seco",11.7,"blanco","vuelo",7,"mañana","insectos",5.5,3
"pinzón costero","urbana",9.3,"negro","vuelo",5,"mañana","semillas",7.6,14
"pinzón costero","agrícola",11.9,"negro","alimentación",3,"mediodía","néctar",12.4,8
"reinita amarilla","bosque seco",11.3,"negro","canto",17,"mañana","frutas",8.9,3
"pinzón costero","bosque seco",11,"negro","canto",16,"tarde","insectos",12,7
"pinzón costero","urbana",11.3,"verde","reposo",5,"mediodía","frutas",5,17
"tordo renegrido","manglar",11.7,"verde","reposo",7,"mañana","frutas",1.3,6
"reinita amarilla","manglar",14.3,"negro","canto",14,"tarde","insectos",10.3,8
"colibrí esmeralda","manglar",11.4,"marrón","canto",19,"tarde","frutas",14.5,4
"reinita amarilla","agrícola",11.7,"amarillo","alimentación",4,"tarde","semillas",5.4,9
"colibrí esmeralda","manglar",12,"gris","vuelo",1,"tarde","frutas",9.6,8
"reinita amarilla","agrícola",10.5,"marrón","reposo",6,"mañana","néctar",1,10
"mosquero tropical","manglar",12.5,"negro","vuelo",6,"tarde","frutas",3.7,4
"reinita amarilla","urbana",16.1,"amarillo","canto",15,"mediodía","néctar",15.4,7
"pinzón costero","bosque seco",16.3,"marrón","canto",15,"tarde","frutas",8.7,6
"reinita amarilla","agrícola",11.9,"negro","vuelo",3,"mañana","frutas",3.5,4
"reinita amarilla","agrícola",11.7,"negro","reposo",0,"mediodía","frutas",5.2,4
"pinzón costero","manglar",11.6,"blanco","vuelo",2,"tarde","insectos",5.8,6
"tordo renegrido","bosque seco",12.5,"gris","vuelo",4,"mañana","semillas",5.3,4
"tordo renegrido","agrícola",9.5,"negro","reposo",5,"tarde","néctar",2.9,6
"pinzón costero","urbana",13.1,"verde","vuelo",6,"mañana","semillas",7.9,8
"colibrí esmeralda","urbana",10,"amarillo","reposo",6,"mañana","semillas",1,12
"colibrí esmeralda","agrícola",10,"amarillo","vuelo",8,"mañana","insectos",1,4
"tordo renegrido","urbana",10,"blanco","canto",19,"mediodía","semillas",16,10
"colibrí esmeralda","bosque seco",7.9,"gris","canto",14,"mañana","frutas",10.5,8
"colibrí esmeralda","agrícola",7.2,"gris","reposo",6,"tarde","semillas",4.3,4
"mosquero tropical","agrícola",8.4,"gris","reposo",4,"tarde","semillas",1,5
"mosquero tropical","manglar",12,"negro","canto",12,"tarde","semillas",12.6,9
"tordo renegrido","bosque seco",15.7,"marrón","alimentación",6,"tarde","semillas",4.2,4
"pinzón costero","agrícola",12.1,"marrón","canto",17,"mediodía","insectos",8.8,6
"mosquero tropical","manglar",10.5,"amarillo","canto",20,"mañana","insectos",17.1,5
"pinzón costero","agrícola",11.9,"amarillo","vuelo",3,"mañana","insectos",2.2,3
"tordo renegrido","agrícola",12.7,"amarillo","canto",16,"mediodía","insectos",13,6
"mosquero tropical","manglar",12,"gris","alimentación",9,"mañana","insectos",1.6,7
"colibrí esmeralda","urbana",12.6,"marrón","alimentación",6,"tarde","frutas",2.9,10
"tordo renegrido","manglar",14.6,"verde","vuelo",6,"tarde","semillas",3.5,4
"tordo renegrido","manglar",11.6,"amarillo","canto",21,"mañana","semillas",14.9,2
"tordo renegrido","bosque seco",14.6,"marrón","alimentación",5,"tarde","néctar",4.5,6
"mosquero tropical","urbana",9.8,"marrón","alimentación",12,"mediodía","frutas",6.8,9
"mosquero tropical","manglar",10.4,"amarillo","reposo",4,"tarde","frutas",5,5
"mosquero tropical","agrícola",9.6,"marrón","vuelo",6,"mediodía","semillas",3.4,9
"tordo renegrido","urbana",9.4,"marrón","canto",22,"mañana","insectos",14.7,8
"reinita amarilla","agrícola",14.2,"negro","reposo",5,"mediodía","semillas",1.8,3
"pinzón costero","manglar",11.8,"verde","reposo",4,"mediodía","semillas",8.7,6
"colibrí esmeralda","agrícola",10.6,"marrón","vuelo",4,"tarde","insectos",8.6,2
"mosquero tropical","agrícola",11.6,"marrón","alimentación",6,"tarde","insectos",1.8,6
"pinzón costero","manglar",12.4,"gris","reposo",3,"mediodía","semillas",4.1,6
"colibrí esmeralda","manglar",13.2,"amarillo","vuelo",7,"tarde","néctar",6.4,6
"reinita amarilla","urbana",14.7,"marrón","reposo",7,"mediodía","insectos",1,8
"tordo renegrido","bosque seco",16.2,"amarillo","alimentación",4,"tarde","frutas",3.2,9
"pinzón costero","agrícola",13.2,"negro","reposo",6,"mediodía","néctar",1.7,4
"pinzón costero","bosque seco",12.8,"amarillo","vuelo",6,"mediodía","semillas",1,5
"reinita amarilla","bosque seco",12.8,"marrón","canto",18,"mañana","semillas",11.8,10
"reinita amarilla","urbana",14.2,"blanco","canto",19,"mañana","frutas",15,10
"mosquero tropical","urbana",9,"amarillo","alimentación",11,"mediodía","néctar",1,6
"pinzón costero","urbana",12.2,"marrón","canto",14,"tarde","insectos",12.7,12
"tordo renegrido","bosque seco",10.8,"verde","vuelo",1,"tarde","néctar",2.8,6
"reinita amarilla","agrícola",15.4,"marrón","alimentación",6,"tarde","néctar",5.4,3
"pinzón costero","agrícola",13,"marrón","reposo",5,"mediodía","frutas",7.1,6
"mosquero tropical","bosque seco",9.8,"blanco","vuelo",4,"mañana","néctar",7.9,5
"tordo renegrido","manglar",15.2,"marrón","vuelo",5,"mañana","insectos",2.4,4
"colibrí esmeralda","agrícola",14.8,"blanco","alimentación",3,"tarde","frutas",1,8
"mosquero tropical","bosque seco",8.8,"gris","vuelo",7,"mañana","semillas",6.7,5
"pinzón costero","agrícola",5.3,"verde","vuelo",0,"mediodía","néctar",1,6
"tordo renegrido","bosque seco",8.6,"negro","canto",17,"mañana","insectos",16.6,7
"colibrí esmeralda","agrícola",15.9,"marrón","vuelo",5,"mañana","néctar",1,6
"pinzón costero","agrícola",12.2,"amarillo","canto",9,"tarde","néctar",13.3,9
"tordo renegrido","urbana",10.3,"amarillo","canto",13,"tarde","frutas",17.6,11
"pinzón costero","manglar",13.9,"blanco","canto",17,"mañana","frutas",11.3,14
"colibrí esmeralda","urbana",11.7,"marrón","reposo",7,"tarde","semillas",1,6
"mosquero tropical","manglar",14,"negro","alimentación",6,"tarde","insectos",5.4,7
"colibrí esmeralda","agrícola",13.5,"gris","reposo",5,"mañana","semillas",4.5,5
"tordo renegrido","urbana",11.9,"blanco","reposo",3,"mediodía","insectos",3.9,9
"mosquero tropical","urbana",11.5,"gris","reposo",2,"mediodía","semillas",6.6,12
"pinzón costero","agrícola",12.3,"verde","canto",17,"tarde","insectos",18.6,4
"colibrí esmeralda","agrícola",14.2,"negro","alimentación",5,"mañana","frutas",6.5,6
"mosquero tropical","bosque seco",12.5,"negro","alimentación",7,"tarde","frutas",6.8,3
"pinzón costero","urbana",8.9,"gris","reposo",2,"tarde","néctar",4.9,9
"colibrí esmeralda","bosque seco",13.7,"gris","alimentación",5,"mediodía","semillas",4.2,1
"tordo renegrido","agrícola",14.9,"amarillo","vuelo",6,"mañana","semillas",3.3,3
"colibrí esmeralda","manglar",12,"negro","canto",14,"tarde","insectos",11.8,8
"tordo renegrido","bosque seco",9.8,"gris","vuelo",6,"mañana","frutas",1.8,4
"tordo renegrido","agrícola",15.4,"blanco","vuelo",8,"tarde","semillas",5.7,11
"mosquero tropical","agrícola",12,"blanco","reposo",6,"tarde","néctar",2.5,6
"tordo renegrido","agrícola",18.4,"gris","vuelo",8,"mañana","frutas",2.7,6
"colibrí esmeralda","bosque seco",12.9,"verde","alimentación",8,"mañana","frutas",5.5,6
"mosquero tropical","urbana",7.8,"marrón","canto",25,"mañana","insectos",14.7,16
"mosquero tropical","bosque seco",13.8,"blanco","vuelo",5,"mañana","insectos",7.8,6
"tordo renegrido","agrícola",11.8,"verde","vuelo",5,"tarde","frutas",3.7,4
"tordo renegrido","urbana",10.3,"amarillo","alimentación",6,"mañana","insectos",2,12
"mosquero tropical","manglar",13.6,"amarillo","vuelo",6,"tarde","semillas",3.2,5
"reinita amarilla","agrícola",13,"negro","canto",21,"mediodía","insectos",9.2,6
"mosquero tropical","manglar",12.7,"marrón","canto",12,"mañana","frutas",9.9,6
"reinita amarilla","bosque seco",12.8,"blanco","canto",10,"mañana","néctar",11.4,7
"colibrí esmeralda","agrícola",11.7,"verde","vuelo",5,"mediodía","néctar",2.8,4
"pinzón costero","bosque seco",12.2,"negro","alimentación",2,"tarde","semillas",1.5,2
"tordo renegrido","bosque seco",11.4,"verde","alimentación",1,"mañana","néctar",4.9,3
"pinzón costero","manglar",11.7,"gris","alimentación",5,"mediodía","néctar",8.4,8
"colibrí esmeralda","agrícola",11.6,"marrón","alimentación",9,"tarde","frutas",9.4,7
"reinita amarilla","agrícola",13.3,"blanco","vuelo",5,"mediodía","néctar",3.8,7
"colibrí esmeralda","bosque seco",8.6,"marrón","canto",23,"mediodía","semillas",8.9,5
"tordo renegrido","urbana",13,"amarillo","vuelo",5,"mediodía","insectos",3.1,12
"tordo renegrido","manglar",14,"amarillo","canto",16,"tarde","insectos",10.9,7
"pinzón costero","urbana",16.4,"gris","canto",17,"mediodía","frutas",12.3,10
"reinita amarilla","agrícola",13.3,"verde","alimentación",5,"tarde","semillas",4.6,7
"colibrí esmeralda","bosque seco",11.2,"amarillo","vuelo",7,"mediodía","insectos",1.3,5
"tordo renegrido","manglar",10.9,"negro","reposo",21,"tarde","néctar",10.2,5
"pinzón costero","manglar",14.7,"marrón","reposo",6,"mañana","frutas",3.7,8
"mosquero tropical","bosque seco",16.8,"gris","alimentación",5,"mediodía","semillas",1,6
"colibrí esmeralda","bosque seco",11.8,"blanco","reposo",5,"mediodía","frutas",1,7
"tordo renegrido","agrícola",13.6,"marrón","reposo",4,"mediodía","insectos",3.3,3
"pinzón costero","manglar",9.7,"verde","alimentación",10,"mediodía","frutas",10.2,9
"mosquero tropical","urbana",7.6,"marrón","reposo",8,"tarde","néctar",6.3,7
"pinzón costero","urbana",10.1,"amarillo","vuelo",6,"mañana","insectos",2,6
"tordo renegrido","bosque seco",13.1,"gris","canto",20,"mediodía","néctar",12.6,2
"tordo renegrido","agrícola",10,"gris","canto",20,"tarde","insectos",13.2,8
"tordo renegrido","agrícola",12.5,"blanco","alimentación",6,"mediodía","frutas",1.4,1
"reinita amarilla","manglar",11.9,"amarillo","reposo",3,"tarde","semillas",10.2,3
"tordo renegrido","bosque seco",13.5,"marrón","alimentación",1,"tarde","néctar",1,4
"colibrí esmeralda","urbana",12,"blanco","alimentación",4,"mediodía","semillas",1,10
"tordo renegrido","agrícola",14.4,"blanco","canto",20,"tarde","néctar",10.8,9
"reinita amarilla","bosque seco",12.3,"negro","canto",22,"mediodía","semillas",10.6,8
"colibrí esmeralda","agrícola",11.3,"negro","alimentación",2,"mañana","néctar",2.6,4
"colibrí esmeralda","agrícola",14,"verde","reposo",5,"tarde","insectos",2.5,11
